nusoc;nucon;famgta;markli;apcoco;acircu;mcircu;utimot;pfco
72442;1;0650;SUZUKI;SV-S 34CV;2003;7;SS;7
72452;1;0600;HONDA;HORNET       (70KW);2003;7;SB;6
72497;1;1250;HARLEY-DAVIDSON;NIGHT-ROD SPECIAL AB;2017;3;BS;11
72522;1;0650;KAWASAKI;ER-6N  35KW;2014;12;BS;7
72570;1;0300;KAWASAKI;NINJA 300R ABS 30TH;2016;8;SS;4
72573;3;0600;HONDA;TRANSALP;1996;7;TMR;6
72573;1;0400;HONDA;XR-R;2001;4;EN;4
72573;2;0400;HONDA;VFR-R;1993;1;SS;4
72633;1;0600;SUZUKI;GSR;2009;12;SB;6
72704;1;0400;HONDA;VF-F;1984;9;RS;5
72815;2;0250;KTM;EXC-F MTT1;2016;8;EN;3
72815;1;0250;KTM;EXC 2T;2015;11;EN;3
72815;3;0350;KTM;EXC-F MTT1;2018;2;EN;4
72922;1;0050;PEUGEOT;VIVACITY (NEW) 2T SP;2013;1;SCB;0
73020;1;00500000000000000;PEUGEOT;CITYSTAR;2013;1;SCG;0
73020;2;0125;PEUGEOT;CITYSTAR;2013;8;SCG;1
73025;1;1200;HARLEY-DAVIDSON;SPORTSTER;1993;3;B;11
73131;1;00500000000000000;JM MOTORS;SCOOTER;2016;1;SCB;0
73147;1;0125;SUZUKI;INTRUDER (VL);1999;8;CU;1
73154;1;0320;YAMAHA;MT-03;2016;11;B;4
73215;1;0250;KTM;EXC 2T;2015;8;EN;3
73215;2;0500;YAMAHA;T-MAX IE;2009;1;SCS;5
73268;1;0939;DUCATI;HYPERMOTARD;2016;3;SM;9
73303;2;01250000000000;HONDA;S-WING;2006;10;SCG;1
73344;1;0800;YAMAHA;FZ8;2011;11;SB;8
73402;1;0700;HONDA;TRANSALP C-ABS;2011;5;TMR;7
73402;2;0650;BMW;G650GS ABS;2010;4;T;7
73545;1;1300;YAMAHA;XJR-SP;2000;5;BS;12
73693;1;0125;HONDA;"MSX125 ""GROM""";2013;5;B;1
73693;2;0800;HONDA;VFR-F V-TEC ABS;2004;5;ST;8
73693;3;0700;HONDA;TRANSALP ABS;2007;1;TMR;7
73750;3;08500000000000000;YAMAHA;MT-09 TRACER (FULL);2015;6;BS;8
73750;4;0460;TGB;QUAD BLADE;2011;4;QM2;5
73750;2;0250;YAMAHA;TT-R;2002;3;EN;3
73750;1;0125;YAMAHA;DTMX;1982;3;T;1
73876;1;0600;SUZUKI;BANDIT 34CV;2000;2;BS;6
73927;1;0650;HONDA;CBR 650FA 35KW;2014;9;SS;7
74005;1;0125;PEUGEOT;TWEET EVO;2016;11;SGR;1
74031;2;0821;DUCATI;HYPERMOTARD  70KW;2013;1;SB;8
74031;1;0700;YAMAHA;MT-07 ABS 35KW;2016;9;BS;7
74066;1;0600;HONDA;HORNET       (71KW);2005;3;SB;6
74091;1;0954;HONDA;CBR-RR FIREBLADE;2002;2;HYS;9
74100;2;0675;TRIUMPH;"DAYTONA ""MODIFIEE CI";2008;1;HYS;7
74100;1;1050;TRIUMPH;SPRINT ST;2006;1;ST;10
74167;1;1000;BMW;R100RT CLASSIC;1989;2;GT;9
74167;5;0125;BMW;C1;2001;1;SCG;1
74167;4;1000;BMW;K100LT ABS;1989;6;GT;9
74173;1;0250;YAMAHA;WR-F;2006;12;EN;3
74263;2;1000;YAMAHA;"FZ1 ""N""";2006;4;SB;9
74263;1;0600;YAMAHA;FZS FAZER 34CV;2003;1;BS;6
74278;1;0600;YAMAHA;FZS FAZER 34CV;2001;12;BS;6
74346;1;1200;HARLEY DAVIDSON;SPORTSTER R ROADSTER;2008;6;B;11
74372;1;0800;BMW;F800R ABS;2014;3;B;9
74393;3;1100;APRILIA;TUONO V4 FACTORY;2020;2;SB;10
74393;1;1100;APRILIA;TUONO V4 FACTORY;2020;12;SB;10
74493;1;0660;YAMAHA;XT-X SM +35KW;2011;6;SM;7
74497;2;1200;SUZUKI;BANDIT;1997;6;BS;11
74497;1;0600;HONDA;TRANSALP +35KW;1994;10;TMR;6
74512;1;0050;RAZZO;CITY;2013;5;SCB;0
74606;1;0050;EUROCKA;GTR;2016;7;SCB;0
74614;1;0850;YAMAHA;TDM;1996;5;B;8
74664;3;0690;KTM;LC4 ENDURO MTT1;2009;5;EN;7
74725;1;0125;HONDA;CBR 125R IE;2016;11;RS;1
74928;1;0500;KAWASAKI;KLE;1992;3;TMR;5
74958;1;1200;DUCATI;DIAVEL CARBON;2012;3;CS;11
74960;1;1200;YAMAHA;V-MAX;1991;4;CS;11
74973;3;0800;HONDA;VFR-F;1998;5;ST;8
74986;1;1200;YAMAHA;V-MAX;1994;4;CS;11
74986;2;0750;YAMAHA;XTZ SUPER TENERE;1989;1;TM;7
74994;3;0500;YAMAHA;T-MAX IE;2008;3;SCS;5
74994;4;1000;HONDA;CB 1000R;2009;1;SB;9
75065;1;1800;HONDA;GOLD WING CONFORT;2016;4;GT;16
75088;1;0750;HONDA;VT SHADOW;1997;6;CU;7
75103;1;0125;SUZUKI;DR-SM;2012;9;SM;1
75138;1;0050;PEUGEOT;KISBEE RS 2T;2016;12;SCB;0
75160;1;0600;SUZUKI;BANDIT;1998;10;BS;6
75219;1;1100;YAMAHA;BULLDOG (BT);2005;4;B;10
75223;1;0125;BETAMOTOR;RR LC (4T);2010;1;T;1
75370;1;0600;HONDA;HORNET       (71KW);2006;8;SB;6
75451;1;0883;HARLEY-DAVIDSON;SPORTSTER IRON ABS 3;2016;12;B;9
75458;3;08210000000000000;DUCATI;MONSTER  70KW;2014;12;SB;8
75458;2;0821;DUCATI;MONSTER  70KW;2014;12;SB;8
75521;1;0450;KL;KLX-R MTT1;2016;9;EN;5
75544;1;1200;BMW;R NINE T SCRAMBLER +;2016;9;TMR;11
75641;1;0125;HONDA;XL-R;1982;5;T;1
75690;2;1340;HARLEY-DAVIDSON;SOFTAIL HERITAGE CLA;1988;7;CU;12
75690;4;0600;SUZUKI;BANDIT 34CV;1999;6;BS;6
75690;1;1450;HARLEY-DAVIDSON;ELECTRA GLIDE STANDA;2003;12;GT;13
75903;1;0125;BETAMOTOR;RE;2016;8;T;1
75920;3;0125;YAMAHA;MT-125;2016;8;B;1
75920;4;0650;HONDA;CB 650FA ABS;2016;6;BS;7
75920;1;0900;KAWASAKI;VN CLASSIC;2007;4;CU;8
75920;2;0650;HONDA;CB 650FA ABS;2016;6;BS;7
75930;2;0050;PGO;BIG MAX;2005;1;SCS;0
75930;4;0900;HONDA;HORNET (CB-F);2003;4;SB;9
75997;1;0916;DUCATI;ST4;2000;7;ST;9
76055;1;0125;YAMAHA;X-MAX;2010;3;SCS;1
76079;1;0250;HM;250F MOTARD SM;2007;3;SM;3
76168;1;0300;PIAGGIO;MP3 LT HPE SPORT;2021;9;S32;4
76232;1;0125;SUZUKI;GSX-R125;2017;11;SS;1
76362;1;0125;PIAGGIO;X8;2005;9;SCG;1
76425;1;0500;KAWASAKI;ER-5 (34CV);1998;3;B;5
76439;1;0750;KAWASAKI;Z 750-N IE;2007;5;SB;7
76460;1;0900;YAMAHA;XJF;1990;6;B;8
76471;1;1800;HONDA;GOLDWING CONFORT 40T;2012;9;GT;16
76496;1;0050;PGO;BIG MAX RS;2016;11;SCS;0
76550;2;1050;TRIUMPH;SPEED TRIPLE;2008;2;SB;10
76613;1;0125;YAMAHA;XV VIRAGO;1999;5;CU;1
76622;1;0650;KAWASAKI;ER-6N  35KW;2015;7;BS;7
76718;1;0125;PIAGGIO;X EVO;2008;7;SCG;1
76726;2;0900;KAWASAKI;Z900 ABS;2019;1;SB;9
76795;1;0110;HONDA;CR-F;2016;12;CR;0
